#1,
dubious,"A  full of doubt; uncertain 의심스러운, 수상한, 미결정의, 모호한 가치, 진실성이 불확실한, a ~ friend, be ~ about  cf) dubitable"
duplicity,"N  the act of being two-faced; double-dealing; deception 표리부동, 불성실, 사기, 이중, 중복 cf) duplication 복제, duplicate a복사의 n사본 v"
#36,
ebullient,"A  boiling; bubbling with excitement; exuberant;  비등하는, 원기왕성한, 열광한 n ebullience,-cy  n ebullition 비등, 감정의 격발, 전쟁의 돌발"
eccentric,"A  not conventional; a little kooky; irregular  보통과 다른, 괴상한; 편심의; (기계)편심률  N 괴짜, 기인; 이심원; (천문) 이심권"
eclectic,"A  choosing the best from many sources; drawn from many sources  취사선택하는, 절충하는 n 절충주의자  cf) eclecticism 절충학파 "
edify,"Vt  to enlighten; to instruct, especially in moral or religious matters 교화(훈도)하다;  cf)edifying 교훈이 되는, 유익한 "
efface,"Vt  to erase; to rub away the features of 지우다, 말살하다, eclipse Cf ) effaceable, effacement"
effusion,"N  a pouring forth 유출(물), 스며나옴, 심정의 토로, 토로한 말(시문) Effuse v 발산(유출)하다  Effusive a 과장된, 쏟아져나오는, 넘치는"
egalitarian,A  believing in the social and economic equality of all people 평등주의의 / N 평등주의자
egocentric,"A  selfish; believing that one is the center of everything 자기중심의, 이기주의적인, n 이기주의자 egoism 이기주의 egoistic, -tical 이기적인"
egregious,"A  extremely bad; flagrant 엄청난, 터무니없는, 엉터리없는 (옛) 뛰어난 "
#37,
elicit,"Vt  to bring out; to call forth 이끌어내다, 유도해내다, ~a laugh from,  ~a reply  elicitation n"
elliptical,Adj  oval; missing a word or words; obscure 타원의 (문법) 생략의  Ellipsis (문법) 생략   ellipsoid (수학) 타원
elusive,"Adj  hard to pin down; evasive 교묘히 빠지는, 도피하는, 잘 잊는, 알 수 없는 elude V  elusion 속임수, 회피, 핑계, 발뺌 "
emigrate,"V  to move to a new country; to move a new place to live; to expatriate 타국으로 이주하다   emigrant a 이민의, n 이민, 이주민 opps immigrate"
empirical,"Adj  relying on experience or observation; not merely theoretical 경험의, 경험적인, 실험 관찰에 의한; 돌팔이 의사같은  ~philosophy 경험철학 Empiricism 경험주의 (철) 경험론"
#38,
emulate,"Vt  to strive to equal or excel, usually through imitation 우열을 다투다, 겨루다, 열심히 흉내내다, 에 필적하다 emulator 경쟁자, emulation 경쟁 emulous 경쟁적인  be emulous of 을 열심히 모방하다"
encroach,"Vi  to make gradual or stealthy inroads into; to trespass  침입하다, 잠식하다(on, upon) 침식하다, 빼앗다 "
endemic,"A  native; restricted to a particular region or era; indigenous  한 지방의 고유한, 풍토의, 풍토병의 n 풍토병  endemicity 풍토성"
enervate,"V  to reduce the strength or energy of, especially to do so gradually  원기를 빼앗다, 쇠약하게 하다 a 기운없는, 힘없는 박력없는 "
enfranchise,"V  to grant the privileges of citizenship, especially the right to vote  선거권을 주다; 도시에 자치권을 주다; 해방하다 ment 공민권의 부여"
engender,"V  to bring into existence; to create; to cause 발생시키다, 일으키다 produce; 일어나다; 아버지 자식을 얻다 ment 초래, 야기"
enigma,"N  a mystery 수수께끼(riddle), 수수께끼 인물 "
enormity,"N  extreme evil; a hideous offense; immensity 무도, 극악, 흉행, 범죄행위  "
ephemeral,"A  lasting a very short time 하루밖에 안가는, 단명한, 덧없는 "
#39,
epigram,"N  a brief and usually witty or satirical saying  경구, 풍자시"
epitome,"N  a brief summary that captures the meaning of the whole; the perfect example of something; a paradigm 개요, 요약, 축도, 줄거리; 발췌"
equanimity,"N  composure; calm  냉정, 침착"
equitable,"Adj  fair  공정한, 공평한, 이치에 닿는"
equivocal,"Adj  ambiguous; intentionally confusing; capable of being interpreted in more than one way 모호한, 의심스런, 분명하지 않은"
erudite,"Adj  scholarly; deeply learned  박식한, 유식한; 서적 등의 학문적인"
#40,
esoteric,"Adj  hard to understand; understood by only a select few; peculiar 심원한, 난해한, 비법의, 비밀의"
espouse,"V  to support; to advocate  지지하다, 옹호하다"
ethereal,"Adj  heavenly, as light and insubstantial as a gas or ether 천상의(heavenly), 공기같은, 가벼운"
euphemism,N  a pleasant or inoffensive expression used in place of an unpleasant or offensive one  완곡어법
evanescent,"Adj  fleeting; vanishing; happening for only the briefest period 차츰 사라지는, 덧없는"
exacerbate,"V  to make worse 병 등을 악화시키다, 더하게 하다; 신경질나게 하다"
exacting,"Adj  extremely demanding; difficult; requiring great skill or care 엄한,가혹한,착취적인,힘든"
exalt,"V  to raise high; to glorify  높이다, 승진시키다, 칭찬하다, 강렬하게 하다"
exasperate,"V  to annoy thoroughly; to make very angry; to try the patience of 노하게 하다, 분개시키다, 약화시키다, 더하게 하다"
exemplify,"V  to illustrate by example; to serve as a good example 예증하다, ...의 모범이 되다"
exhaustive,"Adj  thorough; rigorous; complete; painstaking  전부를 다하는, 철저한, 포괄적인, 소모적인, 고갈시키는"
exhort,"V  to urge strongly; to give a serious warning to 간곡히 타이르다, 권하다, 훈계하다"
#41,
exigency,"N  an emergency; an urgency 위급, 긴급한 상태"
existential,"Adj  having to do with existence; having to do with the body of thought called existentialism, which basically holds that human beings are responsible for their own actions but is otherwise too complicated to summarize in a single sentence 존재에 관한, 실존의, 실존주의의"
exonerate,"V  to free completely from blame; to exculpate 용서하다, 구하다, 무죄로 하다"
expatriate,"V  to throw (someone) out of his or her native land; to move away from ones native land; to emigrate 국외로 추방하다, 조국을 버리다"
expedient,"Adj  providing an immediate advantage; serving ones immediate self-interest; practical 편리한, 유리한, 임시 방편의"
expedite,"V  to speed up or ease the progress of 재촉하다, 촉진하다; 군대 등을 파견하다, 공문 등을 급송하다"
explicit,"Adj  clearly and directly expressed  명백한, 뚜렷한; 노골적인, 솔직한, 터놓은"
extol,"V  to praise highly; to laud  칭찬하다, 극찬하다"
extraneous,"Adj  unnecessary; irrelevant; extra 불필요한; 부적절한; 밖의, 외부로부터의; 본질에서 벗어난"
extrapolate,"V  to protect or deduce from something known; to infer 통계에서 외삽법에 의해 추정하다, 외삽법을 행하다; 추론하다"
extricate,"V  to free from difficulty  구출하다, 탈출하다, 유리시키다"
extrovert,"N  an open, outgoing person; a person whose attention is focused on others rather than on himself or herself 외향적인 사람"
exult,"V  to rejoice; to celebrate  크게 기뻐하다, 기뻐 날뛰다, 의기 양양히 하다, ...에게 승리하다"
#42,
fabrication,"N  a lie; something made up  꾸밈, 날조; 제작; 조립, 조립부품"
facetious,"Adj  humorous; not serious; clumsily humorous 익살맞은, 우스꽝스러운"
facile,"Adj  fluent; skillful in a superficial way; easy 손쉬운, 용이한, 간편한; 경쾌한, 씩씩한; 솜씨좋은, 피상적인"
faction,"N  a group, usually a small part of a larger group, united around some cause; disagreement within an organization 도당, 파벌 싸움, 당파성"
farcical,"Adj  absurd; ludicrous  익살극의, 익살맞은, 바보스런"
fastidious,"Adj  meticulous; demanding; finicky  까다로운, 세심한 주의가 필요한"
fatalist,N  someone who believes that future events are already determined and that humans are powerless to change them  운명론가
fatuous,"Adj  foolish; silly; idiotic 바보의, 얼빠진; 실체가 없는, 공허한"
fauna,"N  animals  cf) flora 동물군, 동물의(animal)"
fecund,"Adj  fertile; productive 다산의, 상상력이 풍부한, (토지가) 기름진"
#43,
felicity,"N  happiness; skillfulness, especially at expressing things; adeptness 지복, 더 없는 행복, 교묘함, 멋들어진 표현, 경사"
fervor,"N  great warmth or earnestness; ardor; zeal 열정, 백열, 염열(ardor)"
fetter,"V  to restrain; to hamper  속박하다, 족쇄를 채우다"
fidelity,"N  faithfulness; loyalty  충실, 정절, 신빙성"
figurative,"Adj  based on figures of speech; expressing something in terms usually for something else; metaphorical 비유적인, 수식이 많은; 상징적인; 조형적인, 구상적인"
finesse,"N  skillful maneuvering; subtlety; craftiness  솜씨, 교묘한 기교, 술책, 책략, 예리함"
flagrant,"Adj  glaringly bad; notorious; scandalous 악명 높은, 극악스런, 명백한"
flaunt,"V  show off; to display ostentatiously  자랑하다, 과시하다; 우롱하다; 허영을 부리다"
flout,"V  to disregard something out of disrespect 비웃다, 조롱하다"
foible,"N  a minor character flaw 약점, 결점; 자만하고 있는 점; 칼이 휘는 부분(칼의 가운데서 칼 끝까지)"
foment,"V  to stir up; to instigate  찜질하다, 조장하다, 선동하다"
#44,
forbear,"v  to refrain from ; to abstain 억제하다, 참다, 아끼다; 삼가다, 몸을 사리다"
forgo,"v  to do without ; to forbear 보류하다, ...없이 지내다, 무시하다"
forsake,"v  to abandon ; to renounce ; to relinquish 버리다, 버리고 돌보지 않다"
fortuitous,a  accidental ; occurring by chance 우연의 행운의
founder,"v  to fail ; to collapse ; to sink  배가 침몰하다, 좌절하다, 실패하다, 침수시키다"
fraternal,"a  like brothers 형제의, 우애의"
frenetic,"a  frantic ;  frenzied 발광한, 열광적인"
frugal,"a  economical ; penny-pinching  검약한, 검소한; 비용이 들지 않는, 간소한"
furtive,"a  secretive ; sly  은밀한, 교활한, 수상쩍은"
#45,
futile,"a  useless ; hopeless  쓸데없는, 효과 없는; 알맹이 없는, 시시한"
garrulous,"a  talkative; chatty  수다스러운, 장황한, 졸졸한 소리를 내는, 시끄럽게 지저귀는"
genre,"n  a type or category, especially of art or writing 장르, 유형, 약식; 풍속화"
genteel,"a  refined ; polite ; aristocratic ; affecting refinement 품위 있는, 우아한; 유행을 쫓는; 집안이 좋은"
gesticulate,"v  to make gestures, especially when speaking or in place of speaking 손짓으로 의사소통하다, 손짓을 통해 의사소통을 하다"
glut,"n  surplus ; an overabundance 너무 많은, 차고 넘침, 포만, 과식"
grandiloquent,"a  pompous ; using a lot of big, fancy words in an attempt to sound impressive 호언 장담하는, 과장하는"
grandiose,"a  absurdly exaggerated  웅장한, 장엄한, 젠체하는 거드름 피우는"
gratuitous,"a  given freely (said of something bad) ; unjustified ; unprovoked ; uncalled for  무료의, 무보수의; 이유없는, 불필요한"
gravity,"n  seriousness  진지함, 위엄, 장중함; 중대함; 중력"
gregarious,"a  sociable ; enjoying the company of others 군거하는, 군립성의; 사교적인; 무리의, 군집의"
guile,"n  cunning ; duplicity ; artfulness 교활, 음흉한 꾀, 배반심, 책략"
#46,
hackneyed,"a  overused ; trite ; stale  낡아빠진, 진부한"
hapless,"a  unlucky 운이 나쁜, 불행한(unlucky) "
harbinger,"n  a forerunner ; a signal of 선구자, 전조; 선구가 되다"
hedonism,n  the pursuit of pleasure as a way of life  쾌락주의
hegemony,"n  leadership, especially of one nation over another 패권 주도권"
heresy,"n  any belief that is strongly opposed to established beliefs 이단, 이교"
hermetic,"a  impervious to external influence ; airtight  밀봉한, 밀폐한, 연금술의, 신비한, 연금술사"
heyday,n  golden age ; prime 전성기(prime)
hiatus,"n  a break or interruption, often from work 틈, 갈라진 틈; 탈락"
hierarchy,"n  an organization based on rank or degree ; pecking order 성직자 계급제도, 성직자 정치; 분류 체계, 계층"
histrionic,"a  overly dramatic ; theatrical  연극의, 연극 배우의; 배우, 연극"
homily,"n  a sermon 훈계, 설교"
homogeneous,"a  uniform ; made entirely of one thing  동질의, 같은 종류의(uniform)"
husbandry,"n  thrifty management of resources ; livestock farming  농업, 절약"
hyperbole,"n  an exaggeration used as a figure of speech ; exaggeration 과장법; 과장, 과대, 과장된 표현(exaggeration)"
hypothetical,"a  uncertain ; unproven  가설의, 가정적인"
#47,
iconoclast,"n  one who attacks popular beliefs or institutions 우상타파주의자, 구습 타파주의자"
ideology,"n  a system of social or political ideas 관념론, 이데올로기, 관념형태"
idiosyncrasy,"n  a peculiarity ; an eccentricity 특질, 개성, 특이성, 특유의 표현법, 특이체질"
idyllic,"a  charming in a rustic way ; naturally peaceful  전원시의, 목가적인, 한가로운"
ignominy,"n  deep disgrace  모욕, 불명예, 수치스러운 행위, 추행"
illicit,"a  illegal ; not permitted 불법의, 불의의, 불륜의"
imminent,"a  just about to happen 절박한, 촉박한, 긴급한"
immutable,"a  unchangeable 불변의, 변경되지 않는"
impartial,"a  fair ; not favoring one side or the other ; unbiased 공평한, 치우치지 않은"
impeccable,"a  flawless ; entirely without sin  결함 없는, 죄가 없는, 비난의 여지가 없는"
Imperial`,"a  like an emperor or an empire 제국의, 황제의, 황실의, 장엄한; 거만한, 건방진; 우수한"
#48,
impervious,"a  not allowing anything to pass through ; impenetrable 물이나 공기, 혹은 광선 따위가 통과하지 않는; 무감각한, 둔감한"
impetuous,"a  impulsive ; extremely impatient 격렬한, 맹렬한; 성급한"
implement,"v  to carry out  약속 따위를 이행하다(to carry out), 도구를 주다, 필요한 권한을 주다"
impotent,"a  powerless ; helpless ; unable to perform sexual intercourse 무기력한, 허약한"
impugn ,"v  to attack, especially to attack the truth or integrity of something 비난하다, 공격하다"
inane,"a  silly ; senseless  공허한, 어리석은, 텅빈"
inaugurate,"v  to begin officially ; to induct  formally into office 취임식을 거행하다, 취임시키다; 새로운 시대를 열다"
#49,
incandescent,"a  brilliant ; giving off heat or light 백열의, 빛나는, 벽열광을 내는"
incantation,"n  a chant ; the repetition  of statements or phrases in a way reminiscent of a chant  자주 반복하는 문구(슬로건)(chant); 주문; 주문을 욈, 마술"
incense,a  make very angry 몹시 화나게 하다
incessant,"a  unceasing  끊임없는, 간단없는"
incipient,"a  beginning ; emerging  처음의, 발단의"
incisive,"a  cutting right to the heart of the matter  날카로운, 가시 돋친, 예리한, 신랄한"
incongruous,"a  not harmonious ; not consistent ; not appropriate  not fitting in 어울리지 않는, 부조화의"
incorrigible,"a  incapable of being reformed  선도할 수 없는, 어쩔 수 없는, 제멋대로의, 뿌리깊은"
increment ,"n  an increase ; one in a series of increases 증가, 증진, 이자, 이득"
indifferent,"a  not caring one way or the other ; apathetic ; mediocre 무관심한, 아랑곳하지 않는; 대수롭지 않은, 관계없는; 평범한, 공평한"
#50,
indigenous,"a  native ; originating in that area 토착의, 국산의, 타고난"
indigent,"a  poor  가난한, 빈곤한"
indignant,"a  angry, especially as a result of something unjust or unworthy ; insulted 화난, 분개한, 성난"
indolent,"a  lazy 게으른, 나태한; 통증이 없는"
indulgent,"lenient ; yielding to desire 멋대로 하게 하는 관대한, 엄하지 않은"
ineffable,"a  incapable of being expressed or described 말로 표현할 수 없는, 이루 말할 수 없는, 말하기에도 너무 신성한"
inept,"a  clumsy ; incompetent ; gauche 부적당한, 바보 같은, 어리석은"
inert,"a  inactive ; sluggish ; not reacting chemically 활발하지 못한, 생기가 없는, 둔한; 활성이 없는"
inexorable,"a  relentless ; inevitable ; unavoidable 용서없는, 무정한, 냉혹한"
infamous,"a  shamefully wicked ; having an extremely bad reputation ; disgraceful 수치스러운, 파렴치한, 악명 높은; 지독한; 형편없는"
infatuated,"a  foolish ; foolishly passionate or attracted ; made foolish ; foolishly in love 얼빠진, 열중한, 현혹한"
#51,
infer,"v  to conclude ; to deduce 추리하다, 나타내다, 암시하다"
infinitesimal,"a  very, very, very small ; infinitely small 극히 작은, 무한소의; 극소량"
ingenuous,"a  frank ; without deception ; simple ; artless ; charmingly na  ve 솔직한, 꾸밈없는; 순진한"
inherent,"a  part of the essential nature of something ; intrinsic 천부의, 고유의, 타고난"
injunction,"n  a command or order, especially a court order 명령, 훈령, 지령, 금지 명령"
innate,"a  existing since birth ; inborn ; inherent 타고난, 천성적인"
innocuous,"a  harmless ; banal 해가 없는, 독이 없는"
inordinate,"a  excessive ; unreasonable  지나친, 과도한; 무절제한, 불규칙한, 난폭한"
insatiable,"a  hard or impossible to satisfy ; greedy ; avaricious 만족할 줄 모르는, 탐욕스러운"
#52,
insidious,"a  treacherous ; sneaky  교활한, 방심할 수 없는; 잠행성의"
insinuate,"v  to hint ; to creep in 넌지시 비치다, 빗대어 말하다(hind)"
insipid,"a  dull ; bland ; banal 김빠진, 싱거운, 활기 없는 무미건조한"
insolent,"a  arrogant ; insulting  거만한, 오만한, 거드럭거리는"
instigate,"v  to provoke ; to stir up  총돌질하다, 선동하다, 부추기다"
insular,"a  like an island ; isolated  섬의, 섬나라 근성의, 편협한"
insurgent,"n  a rebel ; someone who revolts against a government 반란자, 모반자, 폭도, 반정부 운동가"
integral,"a  essential  완전한, 완전한 것을 이루는데 필수적인"
intractable,"a  uncontrollable ; stubborn ; disobedient  다루기 힘든, 억척스러운, 고집센"
intransigent,a  uncompromising ; stubborn 정치상 비타협적인
#53,
Intrinsic,"a  part of the essential nature of something ; inherent  본질적인, 고유의"
Introspective,"a  tending to think about oneself ; examining ones feelings 자기 반성의, 내성적인"
Inundate,"v  to flood ; to cover completely with water ; to overwhelm 범람시키다, 침수시키다, 밀어닥치다, 쇄도하다"
Invective,"n  insulting or abusive speech 욕설, 악담, 비난"
Inveterate,"a  habitual ; firm in habit ; deeply rooted 뿌리깊은, 상습적인, 만성의"
Irascible,"a  easily angered or provoked ; irritable 성급한, 성을 잘 내는"
Ironic,"a  meaning the opposite of what you seem to say ; using words to mean something other than what they seem to mean 비꼬는, 풍자적인, 반어적인"
Irrevocable,"a  irreversible  취소할 수 없는, 되부를 수 없는"
Itinerant,"a  moving from place to place   순회하는, 순방하는, 편력중인, 지방 순회의"
#54,
Judicious,"a  exercising sound judgment   분별이 있는, 사리 분별력이 있는, 현명한"
Juxtapose,"v  to place side by side  병렬하다, 나란히 놓다"
Kinetic,"a  having to do with motion ; lively ; active  운동의, 운동에 의해 생기는; 활동적인, 정력적인"
Labyrinth,"n  a maze ; something like a maze  미궁(maze), 미로, 뒤얽힌 사건"
Laconic,"a  using few words, especially to the point of seeming rude 간결한, 말수 적은 "
Lament,"v  to mourn 슬퍼하다, 애도하다, 한탄하다"
Lampoon,"v  to satirize ; to mock ; to parody  풍자하다, 비아냥거리다"
Languish,"v  to become weak, listless, or depressed 약해지다, 나른해지다, 쇠해지다; 동경하다; 괴로워하다; 고달픈 생활을 하다"
Largess,"n  generous giving of gifts (or the gifts themselves) ; generosity ; philanthropy 증여, (아낌없이 주는) 선물"
Latent,"a  present but not visible or apparent ; potential  숨어 잇는, 잠복기의; 잠재적인, 잠재성의"
Laud,"v  to praise ; to applaud ; to extol ; to celebrate 찬양하다, 기리다"
Legacy,n  something handed down from the past ; a bequest 유산
Lethargy,"n  sluggishness ; laziness ; drowsiness ; indifference 혼수상태; 무감각, 무기력, 활발치 못함"
Levity,"n  lightness ; frivolity  ; unseriousness 경솔, 경솔한 행위, 경거망동"
#55,
Libel,"n  a written or published falsehood that injures the reputation of, or defames, someone 명예 훼손, 중상; 모욕이 되는 것"
Litigate,v  to try in court ; to engage in legal proceedings 소송하다; 제소/논쟁하다; 법정에서 다투다
Loquacious,"a  talking a lot or too much  말 많은, 시끄럽게 지저귀는, 시냇물이 졸졸 소리를 내는"
Lucid,"a  clear ; easy to understand 맑은, 투명한; 명료한; 빛나는; 명석한"
Lugubrious,a  exaggeratedly mournful 슬퍼하는; 가련한; 애처로운
Luminous,"a  giving off light ; glowing ; bright 빛을내는, 명료한, 이해가 쉬운; 밝은, 총명한"
#56,
Machination,"n  scheming activity for an evil purpose 음모, 책모"
Magnanimous,"a  forgiving ; unresentful ; noble in spirit ; generous 관대한, 아량이 있는, 도량이 큰"
Magnate,"n  a rich, powerful, or very successful businessperson 고관, 부호; 거물, 유력자"
Malaise,"n  a feeling of depression, uneasiness, or queasiness 기분이 언짢은, 불쾌"
Malfeasance,"n  an illegal act, especially by a public official 부정행위"
Malinger,v  to pretend to be sick to avoid doing work 꾀병을 부리다
Malleable,"a  easy to shape or bend  펴 늘일 수 있는, 유순한, 온순한, 가르치기 쉬운"
Mandate,"n  a command or authorization to do something ; the will of the voters as expressed by the results of an election 명령, 지령; 통치, 위임, 직무집행 영장"
Manifest,"a  visible ; evident 명백한, 분명한"
Manifesto,"n  a public declaration of beliefs or principles, usually political ones 성명서, 선언서"
Marshal,"v  to arrange in order ; to gather together for the purpose of doing something 정렬시키다, 정돈시키다; 연방 보안관"
Martial,"a  warlike ; having to do with combat 전쟁의, 군사의; 군인다운; 호전적인, 용감한"
Martyr,"n  someone who gives up his or her life in pursuit of a cause, especially a religious one ; one who suffers for a cause ; one who makes a show of suffering in order to arouse sympathy 순교자, 희생자; 박해하다, 괴롭히다"
Matriculate,"v  to enroll, especially at a college 입학을 허가하다, 입학하다"
#57,
Maudlin,"a  silly and overly sentimental 눈물 잘 흘리는, 감상적인, 만취한"
Maverick,"n  a nonconformist ; a rebel 독불장군, 비순종주의자, 무소속 정치가, 고삐 풀린 망아지"
Maxim ,"n  a fundamental principle ; an old saying 격언, 좌우명, 격률"
Mediate,"v  to help settle differences 중재하다, 조정하다"
Mellifluous,"a  sweetly flowing 감미로운, 유창한"
Mendacious,"a  lying ; dishonest 허위의, 거짓말 잘하는"
Mendicant,n  a beggar 거지(beggar)
Mentor,"n  a teacher, tutor, counselor, or coach ; especially in business, an experienced person who shows an inexperienced person the ropes 현명하고 성실한 조언자(teacher, tutor)"
Mercenary,"n  a hired soldier ; someone who will do anything for money 용병, 고용된 사람"
Mercurial,"a  emotionally unpredictable ; rapidly changing in mood 민활한, 변덕스러운; 명랑한, 쾌활한; 수은의"
Metamorphosis,"n  a magical change in form ; a striking or sudden change 형태의 변호, 변태, 변성, 변질"
#58,
Microcosm,"n  the world in miniature 소우주, 인간사회"
Milieu,"n  environment ; surroundings 주위, 환경"
Minuscule,a  very tiny 매우 작은 
Misanthropic,"a  hating mankind 염세적인, 인간혐오의"
Mitigate,"v  to moderate the effect of something  누그러뜨리다, 달래다, 완화하다; 경감하다"
Mollify,"v  to soften ; to soothe ; to pacify  완화하다, 경감하다, 진정시키다, 달래다"
Monolithic,"a  massive, solid, uniform, and unyielding  단일적인, 획일적인; 완전히 통제된"
Moribund,"a  dying 죽어가는, 소멸해 가는"
Morose,"a  gloomy ; sullen  침울한(gloomy, sullen), 뿌루퉁한, 뚱한, 기분이 언짢은"
Mortify ,"a  to humiliate 억제하다, 극복하다, 굴욕감을 주다, 분하게 하다"
Mundane,"a  ordinary ; pretty boring ; not heavenly and eternal 세속의, 현세의, 이승의"
Munificent,"a  very generous ; lavish 인색하지 않은, 아낌없이 주는(lavish), 대범한"
Myopia,a  nearsightedness ; lack of foresight 근시안; 선견지명이 부족한
Myriad,n  a huge number 무수한; 무수한 사람
#59,
Narcissism,n  excessive love of ones body or oneself 자기도취
Nebulous,"a  vague ; hazy ; indistinct 성운의, 흐린, 불투명한; 애매한, 막연한"
Nefarious,"a  evil ; flagrantly wicked 못된, 악당의, 불법적인"
Neologism,"n  a new word or phrase ; a new usage of a word  신어(new word), 신어 사용"
Nepotism,"n  showing favoritism to friends of family in business or politics 관직 임용의 친척, 친구 편중"
Nihilism,"n  the belief that there are no values or morals in the universe 허무주의, 무정부주의"
Nominal,"a  in name only ; insignificant ; A-OK (during rocket launches) 이름의, 이름을 나타내는, 이름뿐인; 액면의"
Nostalgia,n  sentimental longing for the past ; homesickness 향수; 과거의 동경(homesickness)
Notorious,"a  famous for something bad 소문난, 이름난, 악명 높은"
Novel ,"a  new ; original 신기한, 희한한; 새로운, 참신한"
Noxious,"a  harmful ; offensive 유해한, 해로운; 불건전한, 정신적으로 유해한"
Nuance,"n  a subtle difference or distinction  색조, 음영, 농담; 말뜻의 미묘한 차이"
#60,
Obdurate,"a  stubborn and insensitive 고집센, 완고한, 냉혹한"
Obfuscate,"v  to darken ; to confuse ; to make confusing 마음을 어둡게 하다, 어지럽게 하다; 당황하게 하다, 난처하게 하다"
Oblique,"a  indirect ; at an angle 비스듬한, 기울어진, 사선의; 굽은, 완곡한"
Oblivion,"n  total forgetfulness ; the state of being forgotten 망각, 건망; 대사면"
Obscure,"a  unknown ; hard to understand ; dark  분명치 않은, 모호한; 눈에 띄지 않는, 컴컴한, 흐린"
Obsequious,"a  fawning ; subservient ; sucking up to 아첨하는, 알랑거리는"
Obtuse,"a  insensitive ; blockheaded 무딘, 둔한, 머리가 우둔한"
Officious,"a  annoyingly eager to help or advise 참견하기 좋아하는, 부질없이 참견하는, 비공식의"
Onerous,"a  burdensome ; oppressive 성가신, 귀찮은"
Opaque,"a  impossible to see through ; impossible to understand 불투명한, 불분명한; 우둔한, 부전도성의"
Opulent,"a  luxurious 부유한, 풍부한"
Orthodox,"a  conventional ; adhering to established principles or doctrines, especially in religion ; by the book  전통의, 정통파의, 승인된; 전통적인, 인습적인"
