#1,
Ostensible,"a  apparent (but misleading) ; professed 외면상의, 겉치레의"
Ostentatious,"a  excessively conspicuous ; showing off 자랑삼아 드러내는, 겉보기를 꾸미는; 허식적인, 화려한"
Pacify,"v  to calm someone down ; to placate 달래다, 만족시키다, 진정시키다"
#61,
painstaking,"a  extremely careful ; taking pains  수고를 아끼지 않는, 근면한(=pains-taking = taking pains)"
palliate,"v  to relieve or alleviate something without getting rid of the problem ; to assuage ; to mitigate  임시적으로 완화시키다, 꾸며서 말하다, 변명하다; 변형하다"
palpable,"a  capable of being touched ; obvious ; tangible 만질 수 있는, 뚜렷한, 분명한"
paltry,"a  insignificant ; worthless 하찮은, 시시한, 무가치한, 얼마 안되는"
panacea,n  something that cures everything 만병 통치약
paradigm,"n  a model or example 모범, 보기; 어형 변화표"
paradox,"n  a true statement or phenomenon that nonetheless seems to contradict itself ; an untrue statement or phenomenon that nonetheless seems logical 역설, 모순"
parochial,"a  narrow or confined in point of view ; provincial  편협한; 교구의, 지방의"
parody,"n  a satirical imitation 풍자 섞인 개작 시문, 서투른 모방"
parsimonious,a  stingy 인색한(=stingy) 
partisan,"n  one who supports a particular person, cause, or idea 도당, 일당, 한 동아리"
#62,
patent,"a  obvious 명백한, 분명한(=obvious)"
paternal,"a  fatherly ; fatherlike 아버지의, 세습의"
pathology,n  the science of diseases 병리학
patriarch,"n  the male head of a family or tribe  가족, 족장; 원로, 장로; 로마 교황"
patrician,"n  a person of noble birth ; an aristocrat 귀족, 문벌가; 고대 로마 귀족"
patronize,"v  to treat as an inferior ; to condescend to  보호하다, 후원하다; 찬조하다"
paucity,"n  scarcity 결핍, 부족(=scarcity), 소량, 소수"
peccadillo,"n  a minor offense 과오, 조그만 결점"
pedantic,"a  boringly scholarly or academic 현학적인, 학자인 체하는"
pedestrian,"a  unimaginative ; banal  상상력이 없는(unimaginative), 평범한, 진부한(banal)"
pejorative,"a  negative ; disparaging 가치를 떨어뜨리는(negative), 비난하는(disparaging)"
penchant,"n  a strong taste or liking for something ; a predilection  기호, 경향, 취미"
penitent,"a  sorry ; repentant ; contrite 후회하는 참회하는, 죄를 뉘우치는(sorry, repentant, contrite)"
pensive,"a  thoughtful and sad 생각에 잠긴, 애수를 띤"
#63,
peremptory,"a  final ; categorical ; dictatorial 단호한, 강압적인; 엄연한, 거만한; 독단적인, 단정적인(categorical)"
perennial,"a  continual ; happening again and again or year after year 다년생의, 여러해 계속하는(continual)"
perfidy,"n  treachery 불성실, 배반(treachery)"
perfunctory,"a  unenthusiastic ; careless  형식적인(careless;무관심한), 겉치레의(unenthusiastic)"
peripatetic,"a  wandering ; traveling continually ; itinerant 순회하는(itinerant), 걸어다니는(wandering)"
periphery,"n  the outside edge of something 주의, 주변; 표면, 외면"
perjury,"n  lying under oath 위증, 거짓 맹세, 파약"
permeate,"v  to spread or seep through ; to penetrate  스며들다, 침투하다, 퍼지다"
pernicious,"a  deadly ; extremely evil 유해한; 파멸적인, 치명적인(deadly)"
perquisite,"n  a privilege that goes along with a job ; a perk 부수입, 팁(=perk)"
pertinent ,"a  relevant ; dealing with the matter at hand 적당한, 적절한, ...에 과한, 관련된(relevant)"
perturb,"v  to disturb greatly  교란하다, 혼란시키다"
peruse,"v  to read carefully 정독하다, 숙독하다"
#64,
pervade,"v  to spread throughout 널리 퍼지다, 보급하다, 스며들다, 고루 미치다"
petulant,"a  rude ; cranky ; ill-tempered  잘 토라지는, 화를 잘 내는, 까다로운(cranky, rude)"
philanthropy,"n  love of mankind, especially by doing good deeds  박애, 자선; 자선 활동, 자선 사업"
philistine,"n  a smugly ignorant person with no appreciation of intellectual or artistic matters 속물, 교양 없는 사람"
plous,"a  reverent or devout ; outwardly (and sometimes falsely) reverent or devout ; hypocritical  신앙심이 깊은, 경건한; 종교적인; 위선적인, 종교를 구실로 삼는"
pivotal,"a  crucial 축의, 중추적인, 중요한(crucial)"
placate,"v  to pacify ; to appease ; to soothe  회유하다, 달래다, 위로하다; 가라앉히다, 삭이다"
plaintive,"a  expressing sadness or sorrow 슬픈 듯한, 구슬픈, 불쌍한, 애처로운"
platitude,"n  a dull or trite remark ; a cliché 진부한, 평범한; 단조; 진부한 말, 흔해 빠진 발언"
plebeian,"n  common ; vulgar ; low class ; bourgeois 보통의, 평범한; 속된(vulgar), 천한"
plethora ,"n  an excess 과다, 과잉"
poignant,"a  painfully emotional ; extremely moving ; sharp or astute 신랄한, 날카로운; 감동적인, 마음에 강하게 호소하는"
#65,
polarize,"v  to break up into opposing factions or groupings 극성을 주다, 양극화하다; 대립시키다, 분열하다"
polemic,"n  a powerful argument often make to attack or refute a controversial issue 논쟁, 논법"
ponderous,"a  so large as to be clumsy ; massive ; dull 아주 무거운(massive),  다루기에 불편한, 답답한, 지루한(dull), 장황한, 어색한"
portent,n  an omen ; a sign of something coming in the future 전조; 징조; 경이적인 것(사람)
postulate,"n  something accepted as true without proof ; and axiom 가정, 선결 조건, 기본 원리, 필요조건; 원리, 이치"
pragmatic,"a  practical ; down to earth ; based on experience rather than theory 실용적인, 실용주의의"
precedent,"n  an earlier example or model of something 선례, 관례, 판례"
precept,"n  a rule to live by ; a principle establishing a certain kind of action or behavior ; a maxim 교훈, 격언(maxim); 법칙, 영장, 명령서"
precipitate,"v  to cause to happen abruptly  갑자기 빠뜨리다, 곤두박질치게 하다, 촉진시키다, 재촉하다"
precipitous,"a  steep 가파른, 험한(steep); 황급한, 허둥대는"
#66,
preclude,"v  to prevent something from ever happening  제외시키다, 배제하다; 방해하다, 가로막다"
precursor,"n  forerunner ; something that goes before and anticipates or paves the way for whatever it is that follows 선임자, 선배, 선구자, 선각자"
predilection,"n  a natural preference for something 편애, 역성"
preeminent,"a  better than anyone else ; outstanding ; supreme  탁월한, 발군의, 현저한, 출중한"
preempt,v  to seize something by prior right 선매권에 의해 얻다
premise,"n  an assumption ; the basis for a conclusion 전제, 전술한 사항, 근거; 토지, 부동산"
prepossess,"v  to preoccupy ; to influence beforehand or prejudice ; to make a good impression on beforehand  선입관을 가지게 하다; 좋은 이상을 주다, 호감을 가지게 하다"
prerogative,"n  a right or privilege connected exclusively with a position, a person, a class, a nation, or some other group or classification 특권, 특전; 우선 투표권"
prevail,"v  to triumph ; to overcome rivals ; (with on, upon, or with) to persuade 우세하다, 널리 보급하다; 유력하다, 압도하다"
pristine,"a  original ; unspoiled ; pure 원시적인, 옛날의, 원래의, 순박한"
prodigal,"a  wastefully extravagant 풍부한, 남아도는; 낭비하는, 방탕한"
#67,
prodigious,"a  extraordinary; enormous; vast   거대한, 막대한; 비범한, 유별난, 비상한"
prodigy,"n  an extremely talented child; an extraordinary accomplishment or occurrence; wonder  / 경이, 비상한 일, 이상한 조짐, 전조,"
profane,"a  not having to do with religion; irreverent; blasphemous  모독적인 신성을 더럽히는; 세속의, 야비한"
profess,"v  to declare; to declare falsely or pretend; 공언하다; 고백하다; 칭하다; 직업으로 하다  cf) professed 공언한, 전문적인, 본직의, 외양만의, 자칭의, 거짓의 professional a 직업의,전문직업의 n 지적 직업인, 전문가, 전문 선수"
proficient,"a  thoroughly competent; skillful; very good (at something)  숙달된,능숙한 (at, in) n 명인(expert)"
profligate,"a  extravagantly wasteful and, usually, wildly immoral  a 방탕한, 품행이 나쁜    n 방탕아, 난봉꾼 "
profound,"a  deep (several senses); ~sleep, ~knowledge, ~meaning, ~thanks, ~anxiety, ~bow   n profundity, profoundness 깊은, 뿌리 깊은; 심원한, 해박한, 난해한 , 충심에서의, 정중한  n(시어) 심연, 심해"
profuse,"a  flowing; extravagant  아낌없는, 마음이 후한; 풍부한, 많은; 과다한"
proletariat,"n  the industrial working class 무산계급, 최하층민"
proliferate,"v  to spread or grow rapidly 증식하다, 확산하다"
Prolific,"a  abundantly productive; fruitful or fertile 다산의, 비옥한, 다작의, 풍부한"
#68,
Promulgate,"v  to proclaim; to publicly or formally declare something 공포하다, 터뜨리다, 널리 펴다, 선전하다, 보급하다"
Propensity,"n  a natural inclination or tendency; a predilection 경향, 성향, 성벽, 성질"
Propitious,"a  marked by favorable signs or conditions  순조로운, 상서로운, 자비로운; 좋은, 호의를 가진"
Proponent,"n  an advocate; a supporter of a position 옹호자, 지지자; 제안가, 제의자"
Proprietary,"a  characteristic of an owner of property; constituting property  소유가의, 독점의, 점매 특허의; 재산 있는"
Propriety,"n   properness; good manners 타당, 정당; 예의바른, 교양"
Prosaic,"a  dull; unimaginative; like prose (as opposed to poetry) 산문적인, 평범한, 지루한"
Proscribe,"v  to outlaw; to prohibit 금지하다, 배척하다, 추방하다; 인권을 박탈하다"
Proselytize,"v  to convert (someone) from one religion or doctrine to another; to recruit converts to a religion or doctrine 개종시키다, 전향시키다"
Protagonist,"n  the leading character in a novel, play, or other work; a leader or champion 주인공, 주역, 주창자"
Protract,"v  to prolong 오래 끌게 하다, 연장하다, 뻗다, 내밀다(prolong)"
Provident,"a  preparing for the future; providing for the future; frugal 신중한, 선견지명이 있는; 검소한"
#69,
Provincial,"a  limited in outlook to ones own small corner of the world; narrow 편협한; 지방의, 시골의; 옹졸한, 투박한"
Provisional,"a  conditional; temporary; tentative  잠정적인, 일시적인, 임시의"
Proximity,"n  nearness 근접, 인접, 가까운"
Prudent,"a  careful; having foresight 신중한, 현명한, 검약하는, 빈틈없는"
Purported,"a  rumored; claimed 의미하다, 뜻하다; ,,,라고 칭하다, 주장하다"
Putative,"a  commonly accepted; supposed; reputed 추정의, 상상의, 소문에 들리는"
#70,
Qualify,"v  to modify or restrict  제한하다, 한정하다, 완화하다; 자격을 주다, 권한을 부여하다"
Qualitative,"a  having to do with the quality or qualities of something (as opposed to the quantity) 질적인, 질에 관한"
Querulous,"a  complaining; grumbling; whining 불평을 하는, 투덜거리는; 성마른"
Quixotic,"a  romantic or idealistic to a foolish or impractical degree 공상가의, 비실행적인"
#71,
Ramification,"n  a consequence; a branching out 결과, 귀추; 가지, 분기, 분리; 세부화"
Rancor,"n  bitter, long-lasting ill will or resentment 원한, 증오, 유감"
Rapacious,"a  greedy; plundering; avaricious 강탈하는, 약탈하는, 욕심많은"
Rebuke,"v  to criticize sharply 비난하다, 억제하다"
Rebut,"v  to contradict; to argue in opposition to; to prove to be false 논박하다, 반증하다"
Recalcitrant,"a  stubbornly defiant of authority or control; disobedient 반항하는, 고집센, 완강한"
recant,"v  to publicly take back and deny (something previously said or believed); to openly confess error 신앙이나 주장 등을 바꾸다, 취소하다, 철회하다"
reciprocal,"a  mutual; shared; interchangeable 상호간의(mutual), 호혜적인, 보복의, 보답의"
reclusive,"a  hermitlike; withdrawn from society 세상을 버린, 은둔한, 쓸쓸한"
recondite,"a  hard to understand; over ones head 심오한, 난해한, 알기 어려운"
#72,
recrimination,"n  a bitter counteraccusation, or the act of making a bitter counteraccusation 서로 책망함, 빈소, 전가, 맞고소"
redolent,a  fragrant 향기로운(fragrant)
redundant,"a  unnecessarily repetitive; excessive; excessively wordy 여분의, 과다한, 장황한"
refute,"v  to prove to be false; to disprove 논박하다, 반박하다"
reiterate,"v  to say again; to repeat 되풀이하다, 반복하다"
relegate,"v  to banish; to send away 내쫓다, 추방하다, 물리치다"
relentless,"a  continuous; unstoppable 냉혹한, 잔인한, 사정없는"
relinquish,"v  to release or let go of; to surrender; to stop doing  포기하다, 단념하다, 손을 떼다, 그만두다"
remonstrate,"v  to argue against; to protest; to raise objections 항의하다, 이의를 말하다, 간언하다"
renaissance,"n  a rebirth or revival 부활, 신생, 부흥"
renounce,"v  to give up formally or resign; to disown; to have nothing to do with anymore 포기하다 단념하다, 중지하다"
#73,
reparation,"n  paying back; making amends; compensation  보상, 배상; 수리, 수선"
repercussion,"n  a consequence; an indirect effect 되튀기, 반사, 반향, 반동, 반격"
replenish,"v  to fill again; to resupply; to restore 다시 채우다, 새로 보충하다"
replete,"a  completely filled; abounding 가득찬, 충만한; 포식한, 배부른, 포만한"
reprehensible,"a  worthy of blame or censure 비난할 만한, 꾸짖을 만한, 괘씸한"
reprisal,"n  a military action undertaken in revenge for another; an act of taking an eye for an eye 보복, 앙갚음, 복수; 실력 행사"
reproach,"v  to scold, usually in disappointment; to blame; to disgrace 비난하다, 나무라다, 꾸짖다; 체면을 손상시키다"
reprove,"v  to criticize mildly 비난하다, 꾸짖다, 타이르다, 야단치다"
repudiate,"v  to reject; to renounce; to disown to have nothing to do with 거부하다, 거절하다, 부인하다"
requisite," required necessary   필요한, 필수적인, 필수의"
resolute,"determined; firm; unwavering 굳게 결심한, 굳은, 단호한, 확고한"
#74,
Respite,"n  a period of rest or relief 연기, 일시적 중단, 유예; 휴식기간"
reticent,"a  quiet; restrained; reluctant to speak, especially about oneself 과묵한, 입이 무거운, 삼가는"
revere,"v  to respect highly; to honor  존경하다, 숭배하다"
rhetoric,"n  the art of formal speaking or writing; inflated discourse  수사학, 웅변술, 미사여구, 작문법"
rigorous,"a  strict; harsh; severe 엄격한, 호된, 엄한; 엄밀한, 정확한"
robust,"a  strong and healthy; vigorous 건강한, 튼튼한, 강건한, 건전한"
rogue,"n  a criminally dishonest persons; a scoundrel 건달, 깡패; 개구장이, 부당한"
rudimentary,"a  basic; crude; unformed or undeveloped 기본의, 초보의; 미숙한, 원형의"
ruminate,"v  to contemplate; to ponder; to mull over 반추하다, 심사 숙고하다"
rustic,"a  rural lacking urban comforts or sophistication; primitive  시골풍의(rural), 시골의, 소박한, 단순한"
#75,
saccharine,"a  sweet; excessively or disgustingly sweet 달콤한, 설탕 같은"
sacrilege,n  a violation of something sacred; blasphemy 신성 모독의
sacrosanct,"a  sacred; held to be inviolable 신성한, 신성 불가침의"
sagacious,"a  discerning; shrewd; keen in judgement; wise 현명한, 기민한, 총명한"
salient,"a  sticking out; conspicuous; leaping 두드러진, 현저한; 돌출한, 원기 왕성한"
salutary,"a  healthful; remedial; curative 건전한, 유익한"
sanctimonious,a  pretending to be devout; affecting religious feeling 경건한 체하는
sanguine,"a  cheerful; optimistic; hopeful  붉은 빛을 띤, 다혈질의, 혈색이 좋은, 쾌활한, 살벌한"
sardonic,"a  mocking; scornful 냉소하는, 빈정대는 "
#76,
scintillate,"v  to sparkle, either literally or figuratively 불꽃을 내다, 재치가 번득이다"
scrupulous,"a  strict; careful; hesitant for ethical reasons  빈틈없는, 면밀한; 양심적인, 지조있는, 신중한"
scrutinize,"v  to examine very carefully 자세히 조사하다, 속속들이 알아보다"
secular,a  having nothing to do with religion or spiritual concerns 세속의
sedition,"n  treason; the incitement of public disorder or rebellion 반역죄(treason); 치안 방해죄, 동란 교사죄"
sensory,"a  having to do with the senses or sensation 지각 기관의, 감각을 전달하는"
sentient,"a  able to perceive by the senses; conscious 지각 있는, ...을 느낄 수 있는"
sequester,"v  to set or keep apart 은퇴시키다, 고립시키다; 몰수하다, 가압류하다"
#77,
serendipity,"accidental good fortune; discovering good things without looking for them 뜻밖의 발견, 재수 좋게 찾아 낸 것"
servile,"submissive and subservient; like a servant 노예 근성의, 비굴한"
singular,"unique; superior; exceptional; strange 보통이 아닌, 뛰어난; 유일한(unique), 유례없는"
slander,"to speak badly about someone publicly; to defame; to spread malicious rumor 중상하다, 명예를 훼손하다"
sloth,laziness; sluggishness 게으름
sobriety,"the state of being sober; seriousness 절주, 절제, 제정신, 온건"
solicitous,"eager and attentive, often to the point of hovering; anxiously caring or attentive 간절히 ...하려 하는, 갈망하는; 염려하는, 걱정하는"
solvent,"not broke or bankrupt; able to pay ones bills  지급 능력이 있는, 감정을 누그러지게 하는"
soporific,"sleeping inducing; extremely boring; very sleepy 최면에 걸린, 졸리게 하는"
#78,
sordid,"vile; filthy; squalid 지저분한(filthy, squalid),  누추한, 탐욕스런, 야비한(vile)"
spawn,"to bring forth; to produce a large number 산란하다, 대량 생산하다"
specious,"deceptively plausible or attractive 허울 좋은, 그럴듯한, 겉만 번드레한"
sporadic,"stopping and starting; scattered; occurring in bursts every once in a while 때때로 일어나는, 드문드문한, 산발성의"
spurious,"false; fake 가짜의(false, fake)"
squalor,"filth; wretched, degraded, or repulsive living conditions  불결함, 더러움; 천함, 야비함"
squander,"to waste 헛되이 쓰다, 탕진하다, 낭비하다, 분산시키다"
stagnation,"motionlessness; inactivity 침체, 불경기"
static,"stationary; not changing or moving 정적인, 정지된, 정지 상태의"
staunch,"firmly committed; firmly in favor of; steadfast 견고한, 튼튼한; 믿음직한, 완고한, 확고부동한(steadfast)"
steadfast,"loyal; faithful 충실한(loyal, faithful), 확고부동한, 불변의"
stigmatize,"to brand with disgrace; to set a mark of disgrace upon 비난하다, 오명을 씌우다, 낙인을 찍다"
stipulate,"to require something as part of an agreement 규정하다, 조건으로 요구(규명)하다"
stoic,"indifferent (at least outwardly) to pleasure or pain, to joy or grief, to fortune or misfortune 스토익학파의; 금욕/극기주의"
stratum,"a layer; a level 지층, 사회의 계층(layer, level)"
stricture,"a restriction; a limitation; a negative criticism 구속, 협착; 혹평"
#79,
strife,"bitter conflict; discord; a struggle or clash  투쟁, 쟁의, 불화, 반목, 싸움"
stringent,"strict; restrictive 엄중한, 절박한, 그럴듯한"
stymie,"to thwart; to get in the way of; to hinder 방해하다, 방해구로 방해하다"
subjugate,"to subdue and dominate; to enslave 정복하다, 가라앉히다"
sublime,"awesome; extremely exalted; lofty; majestic 장엄한(lofty), 탁월한, 고상한, 두려움(awesome)"
subordinate,"lower in importance, position, or rank; secondary 종속하는, 부수하는; 아래의, 하위의"
substantive,"having substance; real; essential; solid; substantial 현실의, 독립의; 명사의"
subtle,"not obvious; able to make fine distinctions; ingenious; crafty 미묘한, 예민한, 교활한, 교묘한"
subversive,"corrupting; overthrowing; undermining; insurgent 파괴적인, 전복하는"
succinct,brief and to the point; concise 간결한
#80,
succumb,"to yield or submit; to die 죽다, 쓰러지다; 굴복하다, 지다"
supercilious,"haughty; patronizing 거드름을 피우는, 거만한"
superficial,"on the surface only; shallow; not thorough  표면적인, 외면의; 피상적인, 허울뿐인; 영향이 적은"
superfluous,"extra; unnecessary; redundant 남아도는, 불필요한"
surfeit,"excess; an excessive amount; excess or overindulgence in eating or drinking 과식, 과음, 포만"
surreptitious,"sneaky; secret 은밀한, 부정한, 간교한"
surrogate,"substitute 대리의, 대용의"
sycophant,one who sucks up to others 아첨꾼
synthesis,"the combing of parts to form a whole 통합, 종합; 합성"
#81,
tacit,"implied; not spoken 무언의, 암묵적인, 암시하는(implied)"
taciturn,"untalkative by nature 말없는, 입이 무거운, 무뚝뚝한"
tangential,"only superficially related to the matter at hand; not especially relevant; peripheral 접선의, 접하는; 탈선적인, 주제를 벗어난"
tangible,"touchable; palpable 만질 수 있는(touchable, palpable), 만져서 알 수 있는, 실속있는, 명백한, 확실한"
tantamount,"equivalent to 동등한, 상당하는"
tautological,"redundant; circular 동의어의, 중언부언의; 과다한(redundant)"
temerity,"boldness; recklessness; audacity 만용, 무모(boldness; recklessness; audacity)"
temperate,"mild; moderate; restrained 기온이 온화한(mild), 온건한, 절제하는"
tenable,"defensible, as in ones position in an argument; capable of being argued successfully; valid 공격에 견딜 수 있는, 지지 받을 수 있는, 유리할 수 있는"
tenacious,"persistent; stubborn; not letting go  고집센(persistent), 몹시 집착하는, 완고한(stubborn)"
#82,
tenet,a shared principle or belief 종교나 정치 혹은 철학 따위의 주의
tentative,"experimental; temporary; uncertain  잠정적인, 시험적인, 임시의; 주저하는, 머뭇거리는"
tenuous,"flimsy; extremely thin 얇은, 희박한, 가는"
terse,using no unnecessary words; succinct 간결한(succinct)
theology,"the study of god or religion 신학, 종교 심리학"
tirade,"prolonged, bitter speech 장광설, 신랄한 연설"
torpor,"sluggishness; inactivity; apathy 무감각, 둔한, 동면"
touchstone,"a standard; a test of authenticity or quality  금이나 은의 순도를 판별하는 시금석, 표준"
tout,"to praise highly; to brag publicly about ...을 극구 칭찬하다, ...에 대해 말하다; 성가시게 권유하다"
transcend,"to go beyond or above; to surpass 초월하다, 능가하다, 우수하다"
transgress,"to violate (a law); to sin 범하다, 어기다(violate)"
transient,"not staying for a long time; temporary 일시적인, 변하기 쉬운"
trepidation,"fear; apprehension; nervous trembling 공포(fear), 전율, 놀람, 당황"
turpitude,"shameful wickedness; depravity 비열, 타락, 비열한 행위"
#83,
ubiquitous,"being everywhere at the same time 어디에나 있는, 편재하는"
unconscionable,"not controlled by conscience; unscrupulous 불합리한, 터무니없는, 비양심적인"
unctuous,"oily, both literally and figuratively; insincere  기름 같은, 매끈한, 아주 감동한 체하는, 상냥한"
uniform,"consistent; unchanging; the same for everyone  일정한, 균일한(consistent, unchanging)"
unremitting,"unceasing; unabated; relentless 간단없는, 끈질긴"
unwitting,"unintentional; ignorant; not aware 무의식의, 생각나지 않는"
urbane,"poised; sophisticated; refined 도시풍의, 점잖은, 세련된"
usurp,"to seize wrongfully 권력이나 지위를 빼앗다, 찬탈하다, 침해하다"
utilitarian,"stressing usefulness or utility above all other qualities; pragmatic  공리적인, 실용적인, 공리주의의"
utopia,an ideal society 
#84,
vacillate,"to be indecisive; to waver 흔들리다, 동요하다; 주저하다, 망설이다"
vapid,"without liveliness; dull; spiritless 맛없는, 김빠진, 지루한"
vehement,"intense; forceful; violent 열심인, 열렬한, 열정적인, 맹렬한"
venal,"capable of being bribed; willing to do anything for money; corrupt 돈으로 좌우할 수 있는, 매수할 수 있는, 매수되기 쉬운; 타락한, 부패한"
venerate,"to revere; to treat as something holy, especially because of great age 존경하다, 공경하다"
veracity,"truthfulness 진실, 성실, 정직"
verbose,"using too many words; not succinct; circumlocutory  말이 많은, 장광설의, 장황한"
verisimilitude,"similarity to reality; the appearance of truth; looking like real thing 진실인 듯한, 있을 법한, 진짜인 것처럼 보이는, 박진성"
vernacular,everyday speech; slang; idiom
vestige,"a remaining bit of something; a last trace 자취, 흔적"
vex,"to annoy; to pester; to confuse 초조하게 하다, 괴롭히다"
viable,"capable of living; workable 생존할 수 있는, 자랄 수 있는"
vicarious,"experienced, performed, or suffered through someone else; living through the experiences of another as though they were ones own experiences 대리직의, 대리의, 대리하는, 대신의"
vicissitude,"upheaval; natural cange; change in fortune 변화, 부침, 흥망; 변하기 쉬움"
vilify,"to say vile things about; to defame 헐뜯다, 중상하다; 타락시키다"
#85,
vindicate,"to clear from all blame or suspicion; to justify  변호하다, 옹호하다, 진실을 밝히다, 명예를 회복하다; 논박하다"
vindictive,"seeking revenge 앙심을 품은, 복수심을 품은"
virtuoso,"a masterful musician; a masterful practitioner in some other field 예술의 거장(대가), 미술에 정통한 사람, 미술품 감정가"
virulent,"extremely poisonous; malignant; full of hate  독이 있는, 악의가 있는; 심술궂은, 악성(유독성)의"
visionary,"a dreamer; someone with impractical goals or ideas about the future 공상가, 환상을 쫓는 사람"
vitiate,"to make impure; to pollute  ...의 가치를 떨어뜨리다, 손상시키다, 해치다; 무효로 하다"
vitriolic,"caustic; full of bitterness 신랄한, 통렬한"
vocation,"an occupation; a job 소명, 성직, 천직, 직업; 적성, 소질"
vociferous,"loud; noisy 큰 소리로 고함치는, 시끄러운"
volatile,"quick to evaporate; highly unstable; explosive  휘발하는, 휘발성의; 변덕스러운, 불안정한; 경박한, 민활한, 쾌활한"
volition,"will; conscious choice 의지, 결단력, 의욕"
#86,
wanton,"malicious; unjustifiable; unprovoked  방자한, 무엄한, 이유가 없는, 터무니없는, 변덕스러운"
willful,"deliberate; obstinate; insistent on having ones way 계획적인, 고의의, 고집센"
wistful,"yearning; sadly longing 탐내는, 동경하는, 생각에 잠긴"
zealous,"enthusiastically devoted to something; fervent 열광적인, 열광하는"
